City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
334,Zonguldak,TR,41.25,31.8333,60.87,86,33,5.1,scattered clouds
335,Gwadar,PK,25.1216,62.3254,85.75,71,73,7.31,broken clouds
336,Touros,BR,-5.1989,-35.4608,73.27,92,43,8.25,scattered clouds
337,Zabid,YE,14.1951,43.3152,95.76,39,97,3.11,overcast clouds
338,Vanavara,RU,60.34,102.2797,44.46,92,100,11.48,light rain
339,Yaan,NG,7.3833,8.5667,75.07,90,95,8.1,overcast clouds
340,Yulara,AU,-25.2406,130.9889,71.44,33,40,10.36,scattered clouds
341,Fortuna,US,40.5982,-124.1573,64.47,70,90,3.44,overcast clouds
342,Skjervoy,NO,70.0311,20.9714,48.2,71,85,16.06,overcast clouds
343,Cairns,AU,-16.9167,145.7667,89.06,77,52,4.61,broken clouds
344,Dawlatabad,AF,36.4141,64.9053,93.81,10,0,5.32,clear sky
345,Dwarka,IN,22.2394,68.9678,88.21,66,84,17.74,broken clouds
346,La Orilla,MX,17.9833,-102.2333,78.15,81,73,3.4,broken clouds
347,Algiers,DZ,36.7525,3.042,66.02,88,40,3.44,scattered clouds
348,Baturaja,ID,-4.1333,104.1667,83.82,76,100,5.35,overcast clouds
349,Pedra Branca,BR,-5.4542,-39.7172,63.57,94,38,2.24,scattered clouds
350,Taltal,CL,-25.4,-70.4833,57.69,80,42,1.5,scattered clouds
351,Raudeberg,NO,61.9875,5.1352,52.47,94,100,18.48,light rain
352,Ayan,RU,56.45,138.1667,48.97,68,100,15.59,overcast clouds
353,Lons-Le-Saunier,FR,46.75,5.75,65.37,70,7,1.12,clear sky
354,Macenta,GN,8.5435,-9.471,68.99,100,98,0.78,overcast clouds
355,Vestmanna,FO,62.1564,-7.1664,47.32,93,90,9.22,overcast clouds
356,Tezu,IN,27.9167,96.1667,90.14,66,90,2.04,overcast clouds
357,Ucluelet,CA,48.9329,-125.5528,58.08,90,85,6.42,overcast clouds
358,Bacolod,PH,10.6667,122.95,86.11,69,45,3.53,light rain
359,Santa Quiteria,BR,-4.3319,-40.1567,69.94,91,67,3.29,broken clouds
360,Constitucion,CL,-35.3333,-72.4167,52.05,74,100,8.1,overcast clouds
361,Bagdarin,RU,54.4333,113.6,62.46,48,90,4.0,overcast clouds
362,Sakakah,SA,29.9697,40.2064,90.97,11,0,13.53,clear sky
363,Anisoc,GQ,1.8658,10.7689,70.45,99,100,0.31,overcast clouds
364,Tornio,FI,65.8481,24.1466,55.42,64,39,12.57,scattered clouds
365,Rio Gallegos,AR,-51.6226,-69.2181,35.65,75,0,14.97,clear sky
366,Salalah,OM,17.0151,54.0924,86.09,74,75,5.75,broken clouds
367,Drumheller,CA,51.4617,-112.7101,75.06,49,11,6.91,few clouds
368,Saldanha,ZA,-33.0117,17.9442,42.85,84,32,5.26,scattered clouds
369,Ardakan,IR,32.31,54.0175,93.58,7,0,17.43,clear sky
370,Taoudenni,ML,22.6783,-3.9836,93.6,13,0,6.78,clear sky
371,Sorland,NO,67.667,12.6934,46.47,74,95,1.95,overcast clouds
372,Saint-Pierre,RE,-21.3393,55.4781,76.57,61,0,3.44,clear sky
373,Samarai,PG,-10.6167,150.6667,81.55,79,36,11.07,scattered clouds
374,Coahuayana,MX,18.7333,-103.6833,76.53,78,62,3.02,broken clouds
375,Sao Filipe,CV,14.8961,-24.4956,74.53,82,89,12.46,overcast clouds
376,Menongue,AO,-14.6585,17.691,47.12,49,95,3.42,overcast clouds
377,Ghanzi,BW,-21.5667,21.7833,54.99,41,5,4.09,clear sky
378,Tarko-Sale,RU,64.9225,77.785,68.41,57,100,4.56,overcast clouds
379,Kaliua,TZ,-5.0606,31.7936,68.09,57,95,6.69,overcast clouds
380,College,US,64.8569,-147.8028,68.58,61,75,4.61,broken clouds
381,Mahon,ES,39.8885,4.2658,73.96,73,0,1.14,clear sky
382,Lasa,IT,46.6166,10.7002,63.86,56,3,3.38,clear sky
383,Kudahuvadhoo,MV,2.6708,72.8944,83.12,73,93,10.96,overcast clouds
384,Baijiantan,CN,45.6333,85.1833,76.78,19,1,12.26,clear sky
385,Talavera De La Reina,ES,39.9635,-4.8308,69.44,56,0,3.18,clear sky
386,Port Hardy,CA,50.6996,-127.4199,59.18,67,40,13.8,scattered clouds
387,Siyabuswa,ZA,-25.1132,29.0445,58.1,31,13,2.51,few clouds
388,Uberaba,BR,-19.7483,-47.9319,64.98,59,0,9.22,clear sky
389,Cabedelo,BR,-6.9811,-34.8339,70.47,92,44,9.95,scattered clouds
390,Kirakira,SB,-10.4544,161.9205,82.04,73,45,9.44,scattered clouds
391,Zaraza,VE,9.3503,-65.3245,73.85,90,19,3.2,few clouds
392,Minnedosa,CA,50.2453,-99.8436,54.16,73,1,8.63,clear sky
393,Pachuca,MX,20.117,-98.7333,56.08,89,100,3.58,overcast clouds
394,Khorramshahr,IR,30.4397,48.1664,94.95,18,0,16.11,clear sky
395,Aasiaat,GL,68.7098,-52.8699,34.09,87,97,1.43,overcast clouds
396,Ventspils,LV,57.3894,21.5606,58.93,88,0,6.91,clear sky
397,Chapais,CA,49.7834,-74.8492,60.58,66,95,3.24,overcast clouds
398,Liwale,TZ,-9.7667,37.9333,69.33,46,17,7.56,few clouds
399,Ust-Nera,RU,64.5667,143.2,53.11,76,98,10.87,overcast clouds
400,Vallenar,CL,-28.5708,-70.7581,53.73,74,0,1.81,clear sky
401,Mount Gambier,AU,-37.8333,140.7667,62.51,63,89,14.97,overcast clouds
402,Sorong,ID,-0.8833,131.25,80.83,80,91,6.24,light rain
403,Talnakh,RU,69.4865,88.3972,48.94,80,75,9.4,broken clouds
404,Ust-Ilimsk,RU,58.0006,102.6619,50.18,93,100,9.1,light rain
405,Port-Cartier,CA,50.0334,-66.8654,44.74,72,18,5.08,few clouds
406,Olafsvik,IS,64.8945,-23.7142,38.93,78,86,28.97,overcast clouds
407,La Baule-Escoublac,FR,47.2922,-2.364,66.0,85,91,4.61,overcast clouds
408,Birao,CF,10.2849,22.7882,79.23,68,100,8.5,overcast clouds
409,Lagoa,PT,39.05,-27.9833,66.52,81,6,3.96,clear sky
410,Russell,US,32.3502,-85.1999,75.96,93,1,0.0,clear sky
411,Belaya Gora,RU,68.5333,146.4167,69.6,37,99,9.73,overcast clouds
412,Jambi,ID,-1.6,103.6167,85.6,72,73,4.16,broken clouds
413,Crib Point,AU,-38.35,145.2,61.14,75,100,4.63,overcast clouds
414,Buala,SB,-8.145,159.5921,82.18,78,94,8.52,light rain
415,Sabha,LY,27.0377,14.4283,79.18,24,0,9.13,clear sky
416,Ponta Delgada,PT,37.7333,-25.6667,66.92,82,20,5.75,few clouds
417,Cap Malheureux,MU,-19.9842,57.6142,76.46,56,15,8.99,few clouds
418,Pilar Do Sul,BR,-23.8131,-47.7164,47.61,96,8,4.99,clear sky
419,Paris,FR,48.8534,2.3488,64.18,77,0,3.44,clear sky
420,Halifax,CA,44.6453,-63.5724,51.85,93,1,1.01,clear sky
421,Careiro Da Varzea,BR,-3.2003,-59.8119,79.41,89,68,2.71,light rain
422,Mortka,RU,59.3322,66.0214,79.68,35,49,9.37,scattered clouds
423,Laguna,US,38.421,-121.4238,73.45,74,1,4.0,clear sky
424,Sembe,CG,1.6481,14.5806,70.74,96,96,1.03,overcast clouds
425,Vaitape,PF,-16.5167,-151.75,80.4,78,84,15.41,broken clouds
426,Meulaboh,ID,4.1363,96.1285,85.96,67,94,5.91,light rain
427,Sheridan,US,44.8333,-106.9173,73.58,62,1,1.01,clear sky
428,Portree,GB,57.4129,-6.1942,51.85,89,89,17.63,overcast clouds
429,Namibe,AO,-15.1961,12.1522,71.2,46,2,6.04,clear sky
430,Honiara,SB,-9.4333,159.95,82.6,80,72,6.91,broken clouds
431,Bathsheba,BB,13.2167,-59.5167,81.21,83,20,25.32,few clouds
432,Wapi Pathum,TH,15.8452,103.3768,90.03,53,98,17.36,overcast clouds
433,Ossora,RU,59.2353,163.0719,54.3,62,47,9.6,scattered clouds
434,Udachnyy,RU,66.4167,112.4,50.95,60,100,9.37,overcast clouds
435,Jiexiu,CN,37.0244,111.9125,70.92,92,95,6.98,light rain
436,Terrace Bay,CA,48.7834,-87.1,47.82,97,94,3.87,overcast clouds
437,Prince Rupert,CA,54.3161,-130.3201,55.49,88,90,4.61,overcast clouds
438,Gasan,PH,13.3237,121.8467,87.12,67,83,5.01,broken clouds
439,Araouane,ML,18.9048,-3.5265,89.83,25,17,9.4,few clouds
440,Balkanabat,TM,39.5108,54.3671,85.62,40,0,9.44,clear sky
441,Moose Jaw,CA,50.4001,-105.5344,66.29,67,16,8.05,few clouds
442,Novyy Nekouz,RU,57.9029,38.07,67.68,69,88,5.53,overcast clouds
443,Sept-Iles,CA,50.2001,-66.3821,45.05,78,1,1.99,clear sky
444,Naze,JP,28.3667,129.4833,76.12,79,100,0.74,light rain
445,Zhicheng,CN,30.2956,111.5047,97.93,47,97,14.43,light rain
446,Mogadishu,SO,2.0371,45.3438,78.67,65,75,16.11,broken clouds
447,Xining,CN,36.6167,101.7667,72.99,41,13,6.26,few clouds
448,Tari,NG,12.4086,4.4914,85.23,51,3,7.7,clear sky
449,Camacha,PT,33.0833,-16.3333,65.16,82,40,8.05,scattered clouds
450,Harper,LR,4.375,-7.7169,77.86,84,82,5.66,light rain
451,Oistins,BB,13.0667,-59.5333,80.69,83,20,25.32,few clouds
452,Sailana,IN,23.4667,74.9167,91.17,47,30,18.03,scattered clouds
453,Chicama,PE,-7.8447,-79.1469,65.66,88,17,2.44,few clouds
454,Nuuk,GL,64.1835,-51.7216,36.21,87,41,5.75,scattered clouds
455,Holme,DK,56.1138,10.1725,60.75,86,10,11.7,clear sky
456,Pec,XK,42.6591,20.2883,57.49,69,64,7.16,broken clouds
457,Jishou,CN,28.3167,109.7167,90.27,61,88,8.46,overcast clouds
458,Puerto Colombia,CO,10.9878,-74.9547,80.69,80,61,2.46,broken clouds
459,Dong Hoi,VN,17.4833,106.6,89.62,59,99,12.71,overcast clouds
460,Japura,ID,-0.3167,102.35,87.85,61,75,4.12,light rain
461,Lazaro Cardenas,MX,17.9583,-102.2,78.62,80,74,3.06,broken clouds
462,Novotroitsk,RU,51.203,58.3266,81.3,23,84,14.41,broken clouds
463,Lipin Bor,RU,60.2622,37.9763,58.35,91,64,5.68,broken clouds
464,Concepcion Del Oro,MX,24.6333,-101.4167,62.91,60,58,8.61,broken clouds
465,La Palma,US,33.8464,-118.0467,79.5,73,1,4.0,clear sky
466,West Bay,KY,19.3667,-81.4167,83.07,80,100,4.0,overcast clouds
467,Oyama,JP,36.3,139.8,77.59,45,99,7.4,moderate rain
468,Grand Gaube,MU,-20.0064,57.6608,76.37,56,18,8.99,few clouds
469,Najran,SA,17.4924,44.1277,83.05,7,83,7.74,broken clouds
470,Tecoanapa,MX,16.5167,-98.75,79.09,85,100,3.56,overcast clouds
471,Eagle Pass,US,28.7091,-100.4995,85.26,54,0,9.64,clear sky
472,Dahra,DZ,36.2546,0.8519,74.59,57,100,4.7,overcast clouds
473,Koping,SE,59.514,15.9926,60.03,72,49,11.05,scattered clouds
474,Bosaso,SO,11.2842,49.1816,96.78,34,0,16.11,clear sky
475,Hay River,CA,60.8156,-115.7999,53.58,76,40,3.44,scattered clouds
476,Sisimiut,GL,66.9395,-53.6735,36.39,76,95,5.35,overcast clouds
477,Aranda De Duero,ES,41.6704,-3.6892,64.56,69,82,3.33,broken clouds
478,Avera,US,33.194,-82.5271,72.72,88,69,2.68,broken clouds
479,Aginskoye,RU,51.1,114.53,73.53,36,100,7.29,overcast clouds
480,Puerto Baquerizo Moreno,EC,-0.9,-89.6,73.0,74,100,10.2,overcast clouds
481,Itoman,JP,26.1247,127.6694,79.57,92,75,4.61,moderate rain
482,Escarcega,MX,18.6089,-90.7454,71.49,98,95,4.12,overcast clouds
483,Shu,KZ,43.5983,73.7614,79.9,13,0,18.16,clear sky
484,Lawton,US,34.6087,-98.3903,74.73,76,90,6.91,overcast clouds
485,Puerto Leguizamo,CO,-0.1934,-74.7819,69.4,99,100,2.08,overcast clouds
486,Manaure,CO,11.7751,-72.4445,79.11,81,0,9.53,clear sky
487,Ojinaga,MX,29.5667,-104.4167,90.55,22,1,12.66,clear sky
488,Tual,ID,-5.6667,132.75,81.34,79,76,15.82,broken clouds
489,Yar-Sale,RU,66.8333,70.8333,73.22,47,12,8.72,few clouds
490,Sidi Ali,DZ,36.0998,0.4206,70.39,71,98,4.68,overcast clouds
491,Cabras,IT,39.93,8.5314,71.91,53,3,2.13,clear sky
492,Gamba,GA,-2.65,10.0,74.79,89,97,3.06,overcast clouds
493,Port Macquarie,AU,-31.4333,152.9167,62.89,62,12,5.1,few clouds
494,Makakilo City,US,21.3469,-158.0858,77.32,58,1,8.05,clear sky
495,Kyzyl-Suu,KG,42.3414,78.0056,60.13,40,0,8.79,clear sky
496,Les Cayes,HT,18.2,-73.75,77.2,84,98,3.53,overcast clouds
497,Sao Joao Da Barra,BR,-21.6403,-41.0511,65.68,74,97,8.9,overcast clouds
498,Vanderhoof,CA,54.0166,-124.0198,52.56,90,67,4.5,broken clouds
499,Calama,CL,-22.4667,-68.9333,46.89,15,0,17.27,clear sky
500,Ughelli,NG,5.4899,6.0074,75.88,91,78,1.19,broken clouds
501,Watertown,US,42.3709,-71.1828,65.48,79,1,1.99,clear sky
502,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.88,86,53,7.05,broken clouds
503,Hualmay,PE,-11.0964,-77.6139,64.33,84,1,7.36,clear sky
504,Marechal Candido Rondon,BR,-24.5561,-54.0567,53.38,82,0,6.67,clear sky
505,Durant,US,33.994,-96.3708,82.31,71,1,4.61,clear sky
506,Acapulco,MX,16.8634,-99.8901,78.31,86,67,3.56,broken clouds
507,Pemangkat,ID,1.1667,108.9667,86.95,64,63,7.83,broken clouds
508,Mehamn,NO,71.0357,27.8492,49.91,66,22,24.7,few clouds
509,Masuguru,TZ,-11.3667,38.4167,70.3,56,1,3.62,clear sky
510,Cururupu,BR,-1.8283,-44.8683,73.15,97,91,2.19,overcast clouds
511,Sesvete,HR,45.8311,16.1164,60.3,57,0,3.44,clear sky
512,Port Hawkesbury,CA,45.6169,-61.3485,45.59,92,1,1.01,clear sky
513,Rocha,UY,-34.4833,-54.3333,52.56,88,3,7.09,clear sky
514,Corumba,BR,-19.0092,-57.6533,61.47,79,0,2.66,clear sky
515,Mazara Del Vallo,IT,37.6641,12.588,76.93,56,0,5.17,clear sky
516,Quelimane,MZ,-17.8786,36.8883,62.55,100,90,4.61,fog
517,Ipinda,TZ,-9.4833,33.9,69.4,69,79,0.85,broken clouds
518,Nizwa,OM,22.9333,57.5333,108.68,10,3,4.74,clear sky
519,Kununurra,AU,-15.7667,128.7333,91.38,13,49,4.61,scattered clouds
520,Nyimba,ZM,-14.5566,30.8149,62.42,48,2,3.27,clear sky
521,Santa Cruz De La Palma,ES,28.6835,-17.7642,69.94,73,75,16.11,broken clouds
522,Lethem,GY,3.3803,-59.7968,75.42,84,82,6.15,broken clouds
523,Ilebo,CD,-4.3167,20.5833,70.41,51,99,0.54,overcast clouds
524,Tilichiki,RU,60.4667,166.1,53.58,55,31,5.79,scattered clouds
525,Nampula,MZ,-15.1165,39.2666,60.75,94,75,9.22,broken clouds
526,Campoverde,PE,-8.4753,-74.8058,68.65,87,11,1.54,few clouds
527,Estevan,CA,49.1334,-102.9842,62.22,67,1,8.05,clear sky
528,Lashio,MM,22.9333,97.75,78.44,87,79,4.47,broken clouds
529,Deputatskiy,RU,69.3,139.9,59.72,41,100,11.61,overcast clouds
530,Srednekolymsk,RU,67.45,153.6833,78.87,25,84,5.12,broken clouds
531,Mubi,NG,10.2676,13.2644,79.27,62,99,5.21,overcast clouds
532,Luebo,CD,-5.35,21.4167,69.75,48,99,2.35,overcast clouds
533,Zhigansk,RU,66.7697,123.3711,53.53,77,100,15.75,overcast clouds
534,Lakes Entrance,AU,-37.8811,147.981,60.19,74,89,3.0,overcast clouds
535,Jiwani,PK,25.05,61.7417,84.81,75,86,6.73,overcast clouds
536,Rorvik,NO,64.8621,11.2373,51.91,93,40,20.71,scattered clouds
537,Marsh Harbour,BS,26.5412,-77.0636,81.34,79,31,13.73,scattered clouds
538,Sabaudia,IT,41.3003,13.0282,77.2,82,0,1.01,clear sky
539,Poum,NC,-20.2333,164.0167,76.12,74,2,9.69,clear sky
540,Elizabeth City,US,36.2946,-76.2511,70.02,92,1,4.61,clear sky
541,Garowe,SO,8.4054,48.4845,84.52,42,95,24.7,overcast clouds
542,Naliya,IN,23.2667,68.8333,90.72,55,81,20.58,broken clouds
543,Preeceville,CA,51.95,-102.6677,56.91,66,5,1.05,clear sky
544,Roald,NO,62.5833,6.1333,54.91,76,75,17.27,light rain
545,Maralal,KE,1.0968,36.698,64.29,59,39,2.86,scattered clouds
546,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.29,77,46,0.31,scattered clouds
547,Saint-Joseph,RE,-21.3667,55.6167,75.47,69,70,14.76,broken clouds
548,Asau,RO,46.4333,26.4,56.75,80,86,2.48,overcast clouds
549,Karaton,ID,-6.3424,106.1045,90.95,55,70,6.42,broken clouds
550,Huambo,AO,-12.7761,15.7392,47.21,51,95,2.55,overcast clouds
551,Puerto Narino,CO,-3.7703,-70.3831,71.55,90,96,1.28,overcast clouds
552,Belyy Yar,RU,53.6039,91.3903,58.89,82,40,4.47,light rain
553,Porto Recanati,IT,43.4365,13.6613,73.45,65,3,17.4,clear sky
554,Barreirinha,BR,-2.7933,-57.07,75.7,84,95,0.69,overcast clouds
555,Keokuk,US,40.3973,-91.3849,73.94,83,1,5.75,clear sky
556,Wenling,CN,28.3669,121.36,86.88,88,97,3.56,light rain
557,Poya,NC,-21.35,165.15,76.8,64,28,5.75,scattered clouds
558,Hamada,JP,34.8833,132.0833,74.12,81,97,6.08,moderate rain
559,Padra,IN,22.2333,73.0833,93.29,59,40,9.22,scattered clouds
560,Savonlinna,FI,61.8699,28.88,60.26,62,0,5.75,clear sky
561,Ust-Omchug,RU,61.15,149.6333,67.15,35,70,22.86,broken clouds
562,Kantabanji,IN,20.4833,82.9167,81.68,70,100,6.8,overcast clouds
563,Rabo De Peixe,PT,37.8,-25.5833,65.71,82,20,5.75,few clouds
564,Merritt,CA,50.1123,-120.7942,59.83,99,100,3.65,overcast clouds
565,Mulchen,CL,-37.7167,-72.2333,43.56,83,99,9.82,overcast clouds
566,Maningrida,AU,-12.0667,134.2667,84.87,55,67,11.25,broken clouds
567,Owatonna,US,44.0839,-93.226,75.56,53,1,9.22,clear sky
568,Evensk,RU,61.95,159.2333,55.56,50,73,12.75,broken clouds
569,Todos Santos,MX,23.45,-110.2167,82.74,90,100,7.7,overcast clouds
570,Jijiang,CN,29.2906,106.2542,95.59,54,96,2.64,overcast clouds
571,Surt,LY,31.2089,16.5887,72.12,70,0,1.88,clear sky
572,Srivardhan,IN,18.0333,73.0167,83.3,78,98,10.92,overcast clouds
573,Daru,PG,-9.0763,143.2092,82.38,75,29,8.03,scattered clouds
574,Matara,LK,5.9485,80.5353,84.27,71,100,15.79,overcast clouds
575,Bolu,TR,40.6667,31.5833,59.81,83,32,4.09,scattered clouds
576,Conde,BR,-7.2597,-34.9075,69.26,100,0,4.61,clear sky
577,Bac Lieu,VN,9.285,105.7244,90.36,56,30,9.08,scattered clouds
578,Male,MV,4.1748,73.5089,89.55,70,75,12.66,broken clouds
579,Port Hedland,AU,-20.3167,118.5667,86.05,25,4,11.5,clear sky
580,Jiblah,YE,13.9216,44.1467,75.9,25,93,1.79,overcast clouds
581,Mukhtolovo,RU,55.4644,43.1953,69.93,70,2,4.74,clear sky
582,Rio Grande,BR,-32.035,-52.0986,52.95,86,0,8.66,clear sky
583,Baoning,CN,25.3378,110.026,89.46,66,40,8.95,scattered clouds
584,Fort Thomas,US,39.0751,-84.4472,69.39,81,1,0.0,clear sky
585,Anchorage,US,61.2181,-149.9003,64.94,66,1,1.01,clear sky
586,Vicuna,CL,-30.0319,-70.7081,46.13,46,0,0.4,clear sky
587,Broken Hill,AU,-31.95,141.4333,60.51,59,90,13.8,overcast clouds
588,Marawi,PH,7.9986,124.2928,78.03,82,45,1.54,scattered clouds
589,Whitehorse,CA,60.7161,-135.0538,58.01,62,75,5.99,broken clouds
590,Porto Walter,BR,-8.2686,-72.7439,68.81,91,33,0.45,scattered clouds
591,Hami,CN,42.8,93.45,77.54,25,100,13.73,overcast clouds
592,Aksha,RU,50.2814,113.2867,76.73,29,100,8.84,overcast clouds
593,Phonhong,LA,18.5007,102.4166,84.02,86,100,5.41,overcast clouds
594,Dingle,PH,10.9995,122.6711,88.88,62,62,5.35,light rain
595,Nantucket,US,41.2835,-70.0995,62.71,91,1,4.61,clear sky
596,Mizusawa,JP,39.1333,141.1333,80.92,67,79,5.48,broken clouds
597,Lerwick,GB,60.1545,-1.1494,50.0,85,72,21.56,broken clouds
598,Bantou,CN,26.2151,117.4893,93.79,50,100,4.99,overcast clouds
599,Saint Anthony,US,45.0205,-93.218,73.02,64,1,5.75,clear sky
600,Arlit,NE,18.7369,7.3853,87.33,11,0,10.04,clear sky
601,Victor Harbor,AU,-35.5667,138.6167,67.71,76,93,11.34,overcast clouds
602,Umm Kaddadah,SD,13.6017,26.6876,85.53,50,100,11.61,overcast clouds
603,Bauchi,NG,10.5,10.0,77.09,66,73,4.09,broken clouds
604,Jalu,LY,29.0331,21.5482,75.63,47,0,10.56,clear sky
605,Lima,PE,-12.0432,-77.0282,62.85,77,0,4.61,clear sky
606,Bethanien,NA,-26.502,17.1583,58.71,41,1,4.74,clear sky
607,Moose Factory,CA,51.2585,-80.6094,48.2,81,90,4.61,overcast clouds
608,Shakawe,BW,-18.3667,21.85,51.13,47,2,3.49,clear sky
609,Pevek,RU,69.7008,170.3133,38.86,74,92,7.92,overcast clouds
610,Huainan,CN,32.6264,116.9969,86.68,71,100,9.22,light rain
611,Graham,US,47.0529,-122.2943,60.84,96,90,0.0,light intensity drizzle
612,Pryozerne,UA,45.2698,36.3303,71.08,63,46,10.11,scattered clouds
613,Chalon-Sur-Saone,FR,46.7833,4.85,63.39,89,7,3.33,clear sky
614,Wattegama,LK,6.7989,81.4808,86.92,45,100,6.67,overcast clouds
615,Ganzhou,CN,28.8184,115.4327,91.87,63,99,13.31,overcast clouds
616,Muswellbrook,AU,-32.2667,150.9,56.8,64,11,4.21,few clouds
617,Qaqortoq,GL,60.7167,-46.0333,39.7,94,32,6.4,scattered clouds
618,Senanga,ZM,-16.1167,23.2667,52.14,34,12,4.5,few clouds
619,Sola,VU,-13.8833,167.55,80.8,75,67,14.58,broken clouds
620,Varnamo,SE,57.186,14.04,57.51,86,32,1.01,scattered clouds
621,Nicoya,CR,10.1483,-85.452,74.75,93,100,3.47,overcast clouds
622,Kargil,IN,34.5667,76.1,55.67,36,91,5.17,overcast clouds
623,Dzhebariki-Khaya,RU,62.2167,135.8,58.87,57,96,8.1,overcast clouds
624,Manoel Urbano,BR,-8.8389,-69.2597,67.53,83,0,1.21,clear sky
625,Umm Lajj,SA,25.0213,37.2685,87.71,56,3,6.49,clear sky
626,Westport,US,41.1415,-73.3579,67.55,85,40,4.0,scattered clouds
627,Resistencia,AR,-27.4606,-58.9839,57.25,93,0,4.61,clear sky
628,Uchiza,PE,-8.4592,-76.4633,67.95,98,81,1.01,broken clouds
629,Rosendal,NO,59.9867,6.0135,54.52,93,100,1.1,light rain
630,Kingman,US,35.1894,-114.053,92.68,9,1,13.8,clear sky
631,Kuybysheve,UA,47.358,36.6491,70.27,71,92,9.73,overcast clouds
632,Kristinehamn,SE,59.3098,14.1081,61.36,83,47,15.17,scattered clouds
633,Quthing,LS,-30.4,27.7003,50.25,61,10,2.57,clear sky
634,Pahrump,US,36.2083,-115.9839,85.62,10,14,1.99,few clouds
635,Hobyo,SO,5.3505,48.5268,81.43,72,99,22.73,overcast clouds
636,Mackay,AU,-21.15,149.2,80.58,69,34,11.5,scattered clouds
637,Zheshart,RU,62.0731,49.5733,75.7,49,40,8.77,scattered clouds
638,Ciudad Bolivar,VE,8.1222,-63.5497,77.59,77,59,9.15,broken clouds
639,Badnawar,IN,23.0167,75.2167,86.11,59,75,16.46,broken clouds
640,Annau,TM,37.8876,58.516,87.3,40,75,20.71,broken clouds
641,Alta Floresta,BR,-9.8756,-56.0861,72.32,70,46,2.35,scattered clouds
642,Vagay,RU,57.9375,69.0217,80.37,34,61,7.45,broken clouds
643,Ixtapa,MX,20.7,-105.2,76.23,94,99,1.01,overcast clouds
644,Stykkisholmur,IS,65.0757,-22.7297,37.08,83,100,18.07,overcast clouds
645,Te Anau,NZ,-45.4167,167.7167,51.82,94,100,1.68,moderate rain
646,Urusha,RU,54.05,122.9,61.66,95,100,3.49,light rain
647,Killybegs,IE,54.6333,-8.45,50.45,84,71,16.78,broken clouds
648,Tautira,PF,-17.7333,-149.15,80.01,72,85,18.07,overcast clouds
649,Ahuimanu,US,21.4447,-157.8378,78.51,61,75,6.91,broken clouds
650,Honningsvag,NO,70.9821,25.9704,43.57,73,39,21.54,scattered clouds
651,Linhares,BR,-19.3911,-40.0722,64.27,87,71,5.84,broken clouds
652,San Policarpo,PH,12.1791,125.5072,84.96,69,10,8.79,clear sky
653,Lapua,FI,62.9693,23.0088,55.31,61,91,5.61,overcast clouds
654,Oda,JP,35.1833,132.5,77.77,81,100,7.23,overcast clouds
655,Jacqueville,CI,5.2052,-4.4146,80.51,86,73,7.36,light rain
656,Boksitogorsk,RU,59.474,33.8485,59.61,89,100,6.85,overcast clouds
657,Thinadhoo,MV,0.5333,72.9333,82.87,71,87,7.18,overcast clouds
658,Bongandanga,CD,1.5,21.05,74.41,78,100,3.69,overcast clouds
659,Kayerkan,RU,69.3497,87.7602,52.02,70,39,12.97,scattered clouds
660,Maihar,IN,24.2667,80.75,94.17,43,85,13.73,overcast clouds
661,Kalamare,BW,-22.9337,26.5703,55.85,36,10,1.59,clear sky
662,Palmas,BR,-10.2128,-48.3603,73.27,83,0,4.61,clear sky
663,Auki,SB,-8.7676,160.7034,81.95,76,66,4.34,broken clouds
664,Ostersund,SE,63.1792,14.6357,47.61,93,75,5.75,light rain
665,Ranong,TH,9.9658,98.6348,87.73,72,100,12.19,overcast clouds
666,Guerrero Negro,MX,27.9769,-114.0611,62.76,90,39,6.87,scattered clouds
667,Chara,RU,56.9064,118.2631,52.81,79,100,3.85,overcast clouds
668,Stornoway,GB,58.2093,-6.3865,55.92,76,40,16.11,scattered clouds
